KY798506.1	edge_27	0.0552118	0	186/1000
KY798507.1	edge_27	0.0563082	0	181/1000
LK391770.1	edge_27	0.0565317	0	180/1000
LR134219.1	edge_27	0.0909306	0	80/1000
LT009688.1	edge_27	0.0820539	0	98/1000
LT009689.1	edge_27	0.0537328	0	193/1000
MF116002.1	edge_27	0.0811785	0	100/1000
MF918373.1	edge_27	0.0903831	0	81/1000
MG288679.1	edge_27	0.0937829	0	75/1000
MG700548.1	edge_27	0.0755413	0	114/1000
MG700549.1	edge_27	0.0981375	0	68/1000
MG700550.1	edge_27	0.0955937	0	72/1000
MK191023.1	edge_27	0.0556462	0	184/1000
MK347425.1	edge_27	0.0554283	0	185/1000
MK649824.1	edge_27	0.0816138	0	99/1000
MK649826.1	edge_27	0.0699663	0	130/1000
MK649827.1	edge_27	0.0811785	0	100/1000
MK649828.1	edge_27	0.0744324	0	117/1000
MK649829.1	edge_27	0.0834041	0	95/1000
MN200129.1	edge_27	0.0579033	0	174/1000
MN543573.1	edge_27	0.0943778	0	74/1000
MN543580.1	edge_27	0.0572108	0	177/1000
MN586817.1	edge_27	0.0554283	0	185/1000
MN615880.1	edge_27	0.0552118	0	186/1000
MN657248.1	edge_27	0.0645437	0	148/1000
MN657251.1	edge_27	0.052714	0	198/1000
MN661404.1	edge_27	0.0394988	0	279/1000
MN823984.1	edge_27	0.0556462	0	184/1000
MN823985.1	edge_27	0.0556462	0	184/1000
MN823986.1	edge_27	0.0556462	0	184/1000
MN823998.1	edge_27	0.0882637	0	85/1000
MN823999.1	edge_27	0.0893096	0	83/1000
MN824002.1	edge_27	0.0683793	0	135/1000
MN891675.1	edge_27	0.0811785	0	100/1000
MN891678.1	edge_27	0.0762985	0	112/1000
MN891683.1	edge_27	0.0583726	0	172/1000
MT108210.1	edge_27	0.0590885	0	169/1000
MT129535.1	edge_27	0.0593303	0	168/1000
NC_009650.1	edge_27	0.0535266	0	194/1000
NC_013950.1	edge_27	0.045678	0	237/1000
NC_014016.1	edge_27	0.0563082	0	181/1000
NC_014312.1	edge_27	0.0549966	0	187/1000
NC_015154.1	edge_27	0.0475157	0	226/1000
NC_016966.1	edge_27	0.0618432	0	158/1000
NC_019155.1	edge_27	0.0723061	0	123/1000
NC_019165.1	edge_27	0.0572108	0	177/1000
NC_019389.1	edge_27	0.0588483	0	170/1000
NC_020087.1	edge_27	0.0605648	0	163/1000
NC_020132.1	edge_27	0.0867434	0	88/1000
NC_021199.1	edge_27	0.0834041	0	95/1000
NC_021502.1	edge_27	0.0755413	0	114/1000
NC_022609.1	edge_27	0.0762985	0	112/1000
NC_023332.1	edge_27	0.0621044	0	157/1000
NC_023333.1	edge_27	0.0677629	0	137/1000
NC_023334.1	edge_27	0.0583726	0	172/1000
NC_023903.1	edge_27	0.0563082	0	181/1000
NC_023904.1	edge_27	0.0563082	0	181/1000
NC_023905.1	edge_27	0.0677629	0	137/1000
NC_023906.1	edge_27	0.0567566	0	179/1000
NC_024992.1	edge_27	0.0755413	0	114/1000
NC_025131.1	edge_27	0.0631684	0	153/1000
NC_025166.1	edge_27	0.0560862	0	182/1000
NC_025167.1	edge_27	0.051337	0	205/1000
NC_032103.1	edge_27	0.0552118	0	186/1000
NZ_AP014952.1	edge_27	0.0862491	0	89/1000
NZ_AP018673.1	edge_27	0.0605648	0	163/1000
NZ_AP018749.1	edge_27	0.0451943	0	240/1000
NZ_AP018751.1	edge_27	0.0453547	0	239/1000
NZ_AP018754.1	edge_27	0.0450347	0	241/1000
NZ_AP018830.1	edge_27	0.0733545	0	120/1000
NZ_AP019401.1	edge_27	0.0651085	0	146/1000
NZ_AP019405.1	edge_27	0.0740698	0	118/1000
NZ_AP019690.1	edge_27	0.0458408	0	236/1000
NZ_CP006800.1	edge_27	0.0453547	0	239/1000
NZ_CP006927.1	edge_27	0.0807479	0	101/1000
NZ_CP007734.1	edge_27	0.0909306	0	80/1000
NZ_CP008791.1	edge_27	0.0955937	0	72/1000
NZ_CP008800.1	edge_27	0.0926182	0	77/1000
NZ_CP008833.1	edge_27	0.0558655	0	183/1000
NZ_CP008930.1	edge_27	0.0909306	0	80/1000
NZ_CP009115.1	edge_27	0.0613264	0	160/1000
NZ_CP009777.1	edge_27	0.0955937	0	72/1000
NZ_CP009879.1	edge_27	0.0770708	0	110/1000
NZ_CP010363.1	edge_27	0.0631684	0	153/1000
NZ_CP010393.1	edge_27	0.0943778	0	74/1000
NZ_CP010574.1	edge_27	0.0862491	0	89/1000
NZ_CP011577.1	edge_27	0.0782587	0	107/1000
NZ_CP011621.1	edge_27	0.080322	0	102/1000
NZ_CP011623.1	edge_27	0.0848014	0	92/1000
NZ_CP011977.1	edge_27	0.0931964	0	76/1000
NZ_CP011981.1	edge_27	0.0790711	0	105/1000
NZ_CP011986.1	edge_27	0.0560862	0	182/1000
NZ_CP011990.1	edge_27	0.0862491	0	89/1000
NZ_CP011991.1	edge_27	0.0560862	0	182/1000
NZ_CP012567.1	edge_27	0.0552118	0	186/1000
NZ_CP012571.1	edge_27	0.0600659	0	165/1000
NZ_CP012572.1	edge_27	0.0498292	0	213/1000
NZ_CP012884.1	edge_27	0.0909306	0	80/1000
NZ_CP012988.3	edge_27	0.0733545	0	120/1000
NZ_CP012993.2	edge_27	0.0733545	0	120/1000
NZ_CP013986.1	edge_27	0.0987984	0	67/1000
NZ_CP014005.1	edge_27	0.0489202	0	218/1000
NZ_CP014121.1	edge_27	0.0943778	0	74/1000
NZ_CP014650.1	edge_27	0.0560862	0	182/1000
NZ_CP014669.1	edge_27	0.0556462	0	184/1000
NZ_CP014765.1	edge_27	0.0543589	0	190/1000
NZ_CP014777.1	edge_27	0.0931964	0	76/1000
NZ_CP015132.1	edge_27	0.0974869	0	69/1000
NZ_CP015135.1	edge_27	0.0872439	0	87/1000
NZ_CP015383.1	edge_27	0.0778587	0	108/1000
NZ_CP015386.1	edge_27	0.0926182	0	77/1000
NZ_CP015387.1	edge_27	0.0631684	0	153/1000
NZ_CP015395.1	edge_27	0.0719629	0	124/1000
NZ_CP015754.1	edge_27	0.0782587	0	107/1000
NZ_CP015823.1	edge_27	0.0931964	0	76/1000
NZ_CP015824.1	edge_27	0.0556462	0	184/1000
NZ_CP016160.1	edge_27	0.0782587	0	107/1000
NZ_CP016922.1	edge_27	0.0455159	0	238/1000
NZ_CP017286.1	edge_27	0.0719629	0	124/1000
NZ_CP017386.1	edge_27	0.0733545	0	120/1000
NZ_CP018340.1	edge_27	0.0427316	0	256/1000
NZ_CP018355.1	edge_27	0.0943778	0	74/1000
NZ_CP018424.1	edge_27	0.0955937	0	72/1000
NZ_CP018434.1	edge_27	0.0955937	0	72/1000
NZ_CP018441.1	edge_27	0.0943778	0	74/1000
NZ_CP018675.1	edge_27	0.0887833	0	84/1000
NZ_CP018693.1	edge_27	0.0943778	0	74/1000
NZ_CP018815.1	edge_27	0.0631684	0	153/1000
NZ_CP018886.1	edge_27	0.0926182	0	77/1000
NZ_CP018989.1	edge_27	0.0790711	0	105/1000
NZ_CP018992.1	edge_27	0.0554283	0	185/1000
NZ_CP018999.1	edge_27	0.0671564	0	139/1000
NZ_CP020069.1	edge_27	0.0737105	0	119/1000
NZ_CP020072.1	edge_27	0.0955937	0	72/1000
NZ_CP020109.1	edge_27	0.0862491	0	89/1000
NZ_CP020506.1	edge_27	0.0887833	0	84/1000
NZ_CP020508.1	edge_27	0.0898429	0	82/1000
NZ_CP020523.1	edge_27	0.054149	0	191/1000
NZ_CP020838.1	edge_27	0.0937829	0	75/1000
NZ_CP020842.1	edge_27	0.0877506	0	86/1000
NZ_CP020843.1	edge_27	0.0470041	0	229/1000
NZ_CP020851.1	edge_27	0.0862491	0	89/1000
NZ_CP020855.1	edge_27	0.0737105	0	119/1000
NZ_CP020903.1	edge_27	0.0563082	0	181/1000
NZ_CP021166.1	edge_27	0.0723061	0	123/1000
NZ_CP021540.1	edge_27	0.0931964	0	76/1000
NZ_CP021541.1	edge_27	0.0539403	0	192/1000
NZ_CP021544.1	edge_27	0.0955937	0	72/1000
NZ_CP021686.1	edge_27	0.0659724	0	143/1000
NZ_CP021710.1	edge_27	0.0737105	0	119/1000
NZ_CP021713.1	edge_27	0.0955937	0	72/1000
NZ_CP021752.1	edge_27	0.0955937	0	72/1000
NZ_CP021834.1	edge_27	0.0955937	0	72/1000
NZ_CP021946.1	edge_27	0.0608169	0	162/1000
NZ_CP021951.1	edge_27	0.0656822	0	144/1000
NZ_CP021959.1	edge_27	0.0475157	0	226/1000
NZ_CP022125.1	edge_27	0.0665597	0	141/1000
NZ_CP022442.1	edge_27	0.0461689	0	234/1000
NZ_CP022574.1	edge_27	0.0838645	0	94/1000
NZ_CP022613.1	edge_27	0.0450347	0	241/1000
NZ_CP022692.2	edge_27	0.0909306	0	80/1000
NZ_CP022693.2	edge_27	0.0574401	0	176/1000
NZ_CP022698.1	edge_27	0.0537328	0	193/1000
NZ_CP022824.1	edge_27	0.0872439	0	87/1000
NZ_CP022825.1	edge_27	0.0949813	0	73/1000
NZ_CP022920.1	edge_27	0.0834041	0	95/1000
NZ_CP022923.1	edge_27	0.0834041	0	95/1000
NZ_CP022926.1	edge_27	0.0852783	0	91/1000
NZ_CP023488.1	edge_27	0.0733545	0	120/1000
NZ_CP023489.1	edge_27	0.0737105	0	119/1000
NZ_CP023840.1	edge_27	0.0759181	0	113/1000
NZ_CP023916.1	edge_27	0.0491	0	217/1000
NZ_CP023943.1	edge_27	0.0926182	0	77/1000
NZ_CP023948.1	edge_27	0.0829489	0	96/1000
NZ_CP024040.1	edge_27	0.0595738	0	167/1000
NZ_CP024193.1	edge_27	0.0824989	0	97/1000
NZ_CP024459.1	edge_27	0.064825	0	147/1000
NZ_CP024483.1	edge_27	0.0914855	0	79/1000
NZ_CP024500.1	edge_27	0.0914855	0	79/1000
NZ_CP024508.1	edge_27	0.0898429	0	82/1000
NZ_CP024510.1	edge_27	0.0626325	0	155/1000
NZ_CP024516.1	edge_27	0.0893096	0	83/1000
NZ_CP024537.1	edge_27	0.0824989	0	97/1000
NZ_CP024543.1	edge_27	0.0857608	0	90/1000
NZ_CP024551.1	edge_27	0.0824989	0	97/1000
NZ_CP024876.1	edge_27	0.0590885	0	169/1000
NZ_CP024917.1	edge_27	0.0583726	0	172/1000
NZ_CP025006.1	edge_27	0.0829489	0	96/1000
NZ_CP025009.1	edge_27	0.0843302	0	93/1000
NZ_CP025010.1	edge_27	0.0572108	0	177/1000
NZ_CP025038.1	edge_27	0.0920479	0	78/1000
NZ_CP025039.1	edge_27	0.0634394	0	152/1000
NZ_CP025142.1	edge_27	0.0712856	0	126/1000
NZ_CP025145.1	edge_27	0.0709514	0	127/1000
NZ_CP025148.1	edge_27	0.0723061	0	123/1000
NZ_CP025457.1	edge_27	0.0931964	0	76/1000
NZ_CP025468.1	edge_27	0.0475157	0	226/1000
NZ_CP025516.1	edge_27	0.0816138	0	99/1000
NZ_CP025577.1	edge_27	0.0903831	0	81/1000
NZ_CP025966.2	edge_27	0.059819	0	166/1000
NZ_CP026016.1	edge_27	0.0811785	0	100/1000
NZ_CP026048.1	edge_27	0.0595738	0	167/1000
NZ_CP026135.1	edge_27	0.0857608	0	90/1000
NZ_CP026139.1	edge_27	0.0623675	0	156/1000
NZ_CP026148.1	edge_27	0.0621044	0	157/1000
NZ_CP026151.1	edge_27	0.0843302	0	93/1000
NZ_CP026161.1	edge_27	0.0782587	0	107/1000
NZ_CP026163.1	edge_27	0.0766828	0	111/1000
NZ_CP026174.1	edge_27	0.0790711	0	105/1000
NZ_CP026175.1	edge_27	0.0730018	0	121/1000
NZ_CP026212.1	edge_27	0.0816138	0	99/1000
NZ_CP026271.1	edge_27	0.0811785	0	100/1000
NZ_CP026280.1	edge_27	0.0893096	0	83/1000
NZ_CP026371.1	edge_27	0.0702918	0	129/1000
NZ_CP026396.1	edge_27	0.0634394	0	152/1000
NZ_CP026397.1	edge_27	0.0782587	0	107/1000
NZ_CP026588.1	edge_27	0.0583726	0	172/1000
NZ_CP026717.1	edge_27	0.0702918	0	129/1000
NZ_CP026752.1	edge_27	0.0737105	0	119/1000
NZ_CP027037.1	edge_27	0.0893096	0	83/1000
NZ_CP027044.1	edge_27	0.0931964	0	76/1000
NZ_CP027049.1	edge_27	0.0838645	0	94/1000
NZ_CP027054.1	edge_27	0.0893096	0	83/1000
NZ_CP027056.1	edge_27	0.0653942	0	145/1000
NZ_CP027152.1	edge_27	0.0955937	0	72/1000
NZ_CP027158.1	edge_27	0.0560862	0	182/1000
NZ_CP027161.1	edge_27	0.0943778	0	74/1000
NZ_CP027425.1	edge_27	0.0926182	0	77/1000
NZ_CP027613.1	edge_27	0.0909306	0	80/1000
NZ_CP027614.1	edge_27	0.0572108	0	177/1000
NZ_CP027616.1	edge_27	0.0623675	0	156/1000
NZ_CP027696.1	edge_27	0.0820539	0	98/1000
NZ_CP028181.1	edge_27	0.0974869	0	69/1000
NZ_CP028389.2	edge_27	0.0696435	0	131/1000
NZ_CP028479.1	edge_27	0.0693234	0	132/1000
NZ_CP028543.1	edge_27	0.0852783	0	91/1000
NZ_CP028553.2	edge_27	0.0549966	0	187/1000
NZ_CP028717.1	edge_27	0.0600659	0	165/1000
NZ_CP028784.1	edge_27	0.0909306	0	80/1000
NZ_CP028805.1	edge_27	0.0496454	0	214/1000
NZ_CP028930.1	edge_27	0.0453547	0	239/1000
NZ_CP028954.1	edge_27	0.0926182	0	77/1000
NZ_CP028995.1	edge_27	0.0807479	0	101/1000
NZ_CP029000.1	edge_27	0.0719629	0	124/1000
NZ_CP029101.1	edge_27	0.0949813	0	73/1000
NZ_CP029136.1	edge_27	0.0920479	0	78/1000
NZ_CP029387.1	edge_27	0.0639874	0	150/1000
NZ_CP029583.1	edge_27	0.0759181	0	113/1000
NZ_CP029588.1	edge_27	0.0613264	0	160/1000
NZ_CP029591.1	edge_27	0.0621044	0	157/1000
NZ_CP029724.1	edge_27	0.0867434	0	88/1000
NZ_CP029740.1	edge_27	0.0519203	0	202/1000
NZ_CP030067.1	edge_27	0.0586096	0	171/1000
NZ_CP030071.1	edge_27	0.0820539	0	98/1000
NZ_CP030342.1	edge_27	0.0563082	0	181/1000
NZ_CP030343.1	edge_27	0.0949813	0	73/1000
NZ_CP031262.1	edge_27	0.0463343	0	233/1000
NZ_CP031614.1	edge_27	0.0677629	0	137/1000
NZ_CP031735.1	edge_27	0.0811785	0	100/1000
NZ_CP031793.1	edge_27	0.0816138	0	99/1000
NZ_CP031801.1	edge_27	0.0790711	0	105/1000
NZ_CP031811.1	edge_27	0.0898429	0	82/1000
NZ_CP031851.1	edge_27	0.0674584	0	138/1000
NZ_CP032181.1	edge_27	0.0751681	0	115/1000
NZ_CP032186.1	edge_27	0.0579033	0	174/1000
NZ_CP032189.1	edge_27	0.0600659	0	165/1000
NZ_CP032195.1	edge_27	0.0824989	0	97/1000
NZ_CP032198.1	edge_27	0.0364545	0	303/1000
NZ_CP032209.1	edge_27	0.0862491	0	89/1000
NZ_CP032357.1	edge_27	0.0903831	0	81/1000
NZ_CP032832.1	edge_27	0.0867434	0	88/1000
NZ_CP033402.1	edge_27	0.0574401	0	176/1000
NZ_CP033627.1	edge_27	0.0909306	0	80/1000
NZ_CP033628.1	edge_27	0.0683793	0	135/1000
NZ_CP033755.1	edge_27	0.0744324	0	117/1000
NZ_CP033947.1	edge_27	0.0744324	0	117/1000
NZ_CP034085.1	edge_27	0.0547827	0	188/1000
NZ_CP034131.1	edge_27	0.0593303	0	168/1000
NZ_CP034137.1	edge_27	0.059819	0	166/1000
NZ_CP034282.1	edge_27	0.0829489	0	96/1000
NZ_CP034322.1	edge_27	0.0545702	0	189/1000
NZ_CP034326.1	edge_27	0.0981375	0	68/1000
NZ_CP034407.1	edge_27	0.0450347	0	241/1000
NZ_CP034777.1	edge_27	0.0519203	0	202/1000
NZ_CP035124.1	edge_27	0.0770708	0	110/1000
NZ_CP035181.1	edge_27	0.0590885	0	169/1000
NZ_CP035204.1	edge_27	0.0626325	0	155/1000
NZ_CP035211.1	edge_27	0.0816138	0	99/1000
NZ_CP035216.1	edge_27	0.0706202	0	128/1000
NZ_CP035536.1	edge_27	0.0665597	0	141/1000
NZ_CP035776.1	edge_27	0.080322	0	102/1000
NZ_CP035907.1	edge_27	0.0581372	0	173/1000
NZ_CP036188.1	edge_27	0.0623675	0	156/1000
NZ_CP036193.1	edge_27	0.0581372	0	173/1000
NZ_CP036302.1	edge_27	0.0574401	0	176/1000
NZ_CP036307.1	edge_27	0.0903831	0	81/1000
NZ_CP036337.1	edge_27	0.0603145	0	164/1000
NZ_CP036443.1	edge_27	0.0811785	0	100/1000
NZ_CP037744.1	edge_27	0.0567566	0	179/1000
NZ_CP037966.1	edge_27	0.0909306	0	80/1000
NZ_CP039525.1	edge_27	0.0453547	0	239/1000
NZ_CP039809.1	edge_27	0.0574401	0	176/1000
NZ_CP040025.1	edge_27	0.0829489	0	96/1000
NZ_CP040030.1	edge_27	0.0824989	0	97/1000
NZ_CP040176.1	edge_27	0.0968463	0	70/1000
NZ_CP040862.1	edge_27	0.0903831	0	81/1000
NZ_CP041084.1	edge_27	0.0811785	0	100/1000
NZ_CP041094.1	edge_27	0.0766828	0	111/1000
NZ_CP041100.1	edge_27	0.0931964	0	76/1000
NZ_CP041640.1	edge_27	0.0642645	0	149/1000
NZ_CP041642.1	edge_27	0.0593303	0	168/1000
NZ_CP041648.1	edge_27	0.0974869	0	69/1000
NZ_CP041928.1	edge_27	0.0574401	0	176/1000
NZ_CP041937.1	edge_27	0.0494626	0	215/1000
NZ_CP041949.1	edge_27	0.0511448	0	206/1000
NZ_CP042513.1	edge_27	0.0755413	0	114/1000
NZ_CP042521.1	edge_27	0.0877506	0	86/1000
NZ_CP042883.1	edge_27	0.0567566	0	179/1000
NZ_CP043049.1	edge_27	0.0955937	0	72/1000
NZ_CP044038.1	edge_27	0.0480354	0	223/1000
NZ_CP044045.1	edge_27	0.0733545	0	120/1000
NZ_CP044369.1	edge_27	0.0747985	0	116/1000
NZ_CP044378.1	edge_27	0.0872439	0	87/1000
NZ_CP044382.1	edge_27	0.0816138	0	99/1000
NZ_CP044387.1	edge_27	0.0834041	0	95/1000
NZ_CP044390.1	edge_27	0.0829489	0	96/1000
NZ_CP044391.1	edge_27	0.0631684	0	153/1000
NZ_CP044394.1	edge_27	0.0843302	0	93/1000
NZ_CP044395.1	edge_27	0.0560862	0	182/1000
NZ_CP044529.1	edge_27	0.0473443	0	227/1000
NZ_CP045676.1	edge_27	0.0730018	0	121/1000
NZ_CP045678.1	edge_27	0.0926182	0	77/1000
NZ_CP045691.1	edge_27	0.0852783	0	91/1000
NZ_CP046382.1	edge_27	0.0762985	0	112/1000
NZ_CP046384.1	edge_27	0.0662649	0	142/1000
NZ_CP046942.1	edge_27	0.0816138	0	99/1000
NZ_CP046943.1	edge_27	0.0293293	0	370/1000
NZ_CP046950.1	edge_27	0.0790711	0	105/1000
NZ_CP046952.1	edge_27	0.0665597	0	141/1000
NZ_CP047337.1	edge_27	0.0877506	0	86/1000
NZ_CP047634.1	edge_27	0.0733545	0	120/1000
NZ_CP047635.1	edge_27	0.0461689	0	234/1000
NZ_CP047680.1	edge_27	0.04288	0	255/1000
NZ_CP047683.1	edge_27	0.0554283	0	185/1000
NZ_CP047686.1	edge_27	0.0554283	0	185/1000
NZ_CP048381.1	edge_27	0.0751681	0	115/1000
NZ_CP049601.1	edge_27	0.0593303	0	168/1000
NZ_CP049605.1	edge_27	0.0931964	0	76/1000
NZ_CP050379.1	edge_27	0.0600659	0	165/1000
NZ_CP050860.1	edge_27	0.0699663	0	130/1000
NZ_CP054255.1	edge_27	0.0893096	0	83/1000
NZ_CP054266.1	edge_27	0.0489202	0	218/1000
NZ_CP054304.1	edge_27	0.0968463	0	70/1000
NZ_FO834904.1	edge_27	0.0723061	0	123/1000
NZ_KJ721789.1	edge_27	0.0696435	0	131/1000
NZ_KP008371.1	edge_27	0.0653942	0	145/1000
NZ_KP125893.1	edge_27	0.0887833	0	84/1000
NZ_KT203286.1	edge_27	0.0737105	0	119/1000
NZ_KU295132.1	edge_27	0.0543589	0	190/1000
NZ_KU295133.1	edge_27	0.0588483	0	170/1000
NZ_KX236178.1	edge_27	0.0600659	0	165/1000
NZ_KX839208.1	edge_27	0.0887833	0	84/1000
NZ_KY093013.1	edge_27	0.0623675	0	156/1000
NZ_KY093014.1	edge_27	0.0543589	0	190/1000
NZ_KY174332.1	edge_27	0.0494626	0	215/1000
NZ_KY270849.1	edge_27	0.0668569	0	140/1000
NZ_KY270850.1	edge_27	0.0668569	0	140/1000
NZ_KY271403.1	edge_27	0.0560862	0	182/1000
NZ_KY271406.1	edge_27	0.0852783	0	91/1000
NZ_KY454639.1	edge_27	0.0778587	0	108/1000
NZ_KY495890.1	edge_27	0.0726524	0	122/1000
NZ_LR025089.1	edge_27	0.0618432	0	158/1000
NZ_LR025093.1	edge_27	0.0618432	0	158/1000
NZ_LR130549.1	edge_27	0.0909306	0	80/1000
NZ_LR792630.1	edge_27	0.0726524	0	122/1000
NZ_LT991960.1	edge_27	0.0465005	0	232/1000
NZ_LT994840.1	edge_27	0.0603145	0	164/1000
NZ_MF150084.1	edge_27	0.0843302	0	93/1000
NZ_MF156696.1	edge_27	0.0962153	0	71/1000
NZ_MG252894.1	edge_27	0.0706202	0	128/1000
NZ_MG288676.1	edge_27	0.0867434	0	88/1000
NZ_MG288683.1	edge_27	0.0656822	0	144/1000
NZ_MG462728.1	edge_27	0.0909306	0	80/1000
NZ_MG878868.1	edge_27	0.0605648	0	163/1000
NZ_MH464586.1	edge_27	0.0608169	0	162/1000
NZ_MH477636.1	edge_27	0.0693234	0	132/1000
NZ_MH909340.1	edge_27	0.0556462	0	184/1000
NZ_MH917122.1	edge_27	0.0552118	0	186/1000
NZ_MK262711.1	edge_27	0.0430292	0	254/1000
NZ_MK413718.1	edge_27	0.0424367	0	258/1000
NZ_MN543570.1	edge_27	0.0631684	0	153/1000
CP052214.1	edge_28	0.0987984	0	67/1000
CP052263.1	edge_28	0.0955937	0	72/1000
CP052282.1	edge_28	0.0909306	0	80/1000
CP052288.1	edge_28	0.0987984	0	67/1000
MN310374.1	edge_28	0.0968463	0	70/1000
NZ_CP009879.1	edge_28	0.0937829	0	75/1000
NZ_CP015383.1	edge_28	0.0949813	0	73/1000
NZ_CP025212.1	edge_28	0.0909306	0	80/1000
NZ_CP028792.1	edge_28	0.0968463	0	70/1000
NZ_CP046943.1	edge_28	0.0857608	0	90/1000
NZ_CP048381.1	edge_28	0.0903831	0	81/1000
NZ_KY495890.1	edge_28	0.0943778	0	74/1000
MN370927.1	edge_36	0.0914855	0	79/1000
NZ_CP032837.1	edge_36	0.0949813	0	73/1000
NZ_CP046943.1	edge_36	0.0882637	0	85/1000
AP022358.1	edge_37	0.0943778	0	74/1000
CP052408.1	edge_37	0.0981375	0	68/1000
MN661404.1	edge_37	0.0766828	0	111/1000
NC_014312.1	edge_37	0.0829489	0	96/1000
NC_024992.1	edge_37	0.0909306	0	80/1000
NZ_AP018749.1	edge_37	0.0820539	0	98/1000
NZ_AP018751.1	edge_37	0.0820539	0	98/1000
NZ_AP018754.1	edge_37	0.0820539	0	98/1000
NZ_AP019401.1	edge_37	0.0949813	0	73/1000
NZ_CP006663.1	edge_37	0.0968463	0	70/1000
NZ_CP006800.1	edge_37	0.0811785	0	100/1000
NZ_CP012572.1	edge_37	0.0955937	0	72/1000
NZ_CP016922.1	edge_37	0.0811785	0	100/1000
NZ_CP018350.1	edge_37	0.0719629	0	124/1000
NZ_CP018818.1	edge_37	0.0968463	0	70/1000
NZ_CP020069.1	edge_37	0.0759181	0	113/1000
NZ_CP020855.1	edge_37	0.0759181	0	113/1000
NZ_CP021686.1	edge_37	0.0770708	0	110/1000
NZ_CP021710.1	edge_37	0.0759181	0	113/1000
NZ_CP021951.1	edge_37	0.0766828	0	111/1000
NZ_CP022125.1	edge_37	0.0762985	0	112/1000
NZ_CP022613.1	edge_37	0.0820539	0	98/1000
NZ_CP023488.1	edge_37	0.0770708	0	110/1000
NZ_CP023916.1	edge_37	0.080322	0	102/1000
NZ_CP024459.1	edge_37	0.0751681	0	115/1000
NZ_CP025468.1	edge_37	0.0790711	0	105/1000
NZ_CP026139.1	edge_37	0.0786628	0	106/1000
NZ_CP026148.1	edge_37	0.0786628	0	106/1000
NZ_CP026151.1	edge_37	0.0987984	0	67/1000
NZ_CP026180.1	edge_37	0.0909306	0	80/1000
NZ_CP026397.1	edge_37	0.0949813	0	73/1000
NZ_CP026752.1	edge_37	0.0759181	0	113/1000
NZ_CP028805.1	edge_37	0.0799006	0	103/1000
NZ_CP028930.1	edge_37	0.0811785	0	100/1000
NZ_CP029140.1	edge_37	0.0987984	0	67/1000
